Drug
ubidecarenone-omega 3-vit E oral
coenzyme Q10 ubiquinol oral
hepatitis B immune globulin-maltose injection
hepatitis B virus vaccine recomb PF intramuscular
Hepsera oral
herbal drugs oral
Herceptin intravenous
Herpecin L topical
Hespan 6  in NS intravenous
hetastarch 6  in 09  sodium chloride intravenous
Hetlioz oral
Hexalen oral
hexaminolevulinate intravesical
Hextend intravenous
hexylresorcinol mucous membrane
Hibiclens topical
High Potency Iron oral
High Protein oral
Hiprex oral
histrelin implant
Hizentra subcutaneous
Homocysteine Formula oral
hoodia gordonii-B complex-herbal complex 152 oral
Horizant oral
horse chestnut oral
Hot Steam Liquid
HPR topical
HPR Plus-MB HydroGel topical
HRT Cream Base Women
Humalog KwikPen subcutaneous
Humalog Mix 50-50 KwikPen subcutaneous
Humalog Mix 50-50 subcutaneous
Humalog Mix 75-25 KwikPen subcutaneous
Humalog Mix 75-25 subcutaneous
Humalog subcutaneous
Humate-P intravenous
Humatrope injection
Humira Pediatric Crohn''s Starter subcutaneous
Humira Pen Crohn''s-Ulc Colitis-Hidr Sup Starter subcutaneous
Humira Pen subcutaneous
Humira Pen Psoriasis Starter Pack subcutaneous
Humira subcutaneous
Humulin 70-30 KwikPen subcutaneous
Humulin 70-30 subcutaneous
Humulin N KwikPen subcutaneous
Humulin N subcutaneous
Humulin R U-500 Concentrated Insulin subcutaneous
Humulin R injection
huperzine serrate A bulk
Hurricaine Swab Applicator mucous membrane
Hyalgan intra-articular
"hyaluronate sodium, cross-linked intra-articular"
"hyaluronate sodium, stabilized intra-articular"
Hyaluronic Acid with chondroitin and collagen II oral
Hycamtin intravenous
hydralazine oral
hydralazine HCl bulk
hydralazine injection
Hydrea oral
Hydro 35 topical
Hydro 40 topical
Hydrocerin topical
hydrochloric acid bulk
hydrochlorothiazide oral
hydrochlorothiazide bulk
hydrocodone bitartrate bulk
hydrocodone bitartrate oral
Hydrocodone Compound oral
hydrocodone-acetaminophen oral
hydrocodone-chlorpheniramine oral
hydrocodone-guaifenesin oral
hydrocodone-homatropine oral
hydrocodone-ibuprofen oral
hydrocortisone oral
hydrocortisone bulk
hydrocortisone acetate bulk
hydrocortisone acetate topical
hydrocortisone acetate topical
hydrocortisone acetate rectal
hydrocortisone acetate rectal
hydrocortisone butyrate topical
hydrocortisone topical
hydrocortisone topical
hydrocortisone rectal
hydrocortisone sod succinate PF injection
hydrocortisone valerate topical
hydrocortisone-acetic acid otic
hydrocortisone-pramoxine rectal
hydrocortisone-pramoxine rectal
Hydrofera Blue topical
Hydrogel
hydrogen peroxide mucous membrane
hydrogen peroxide
Hydrolatum topical
Hydromet oral
hydromorphone bulk
hydromorphone in 09  sodium chloride injection
hydromorphone oral
hydromorphone oral
hydromorphone intravenous
hydromorphone rectal
hydromorphone injection
hydromorphone PF injection
hydromorphone PF in 09  sodium chloride intravenous
hydromorphone in 09  sodium chloride intravenous
hydromorphone in D5W PF intravenous
hydrophilic cream topical
Hydrophilic Petrolatum topical
Hydrophor topical
hydroquinone topical
hydroxocobalamin intramuscular
hydroxychloroquine
hydroxychloroquine oral
hydroxyprogesterone caproate bulk
hydroxyprogesterone caproate intramuscular
hydroxytryptophan
hydroxyurea oral
hydroxyurea sickle cell oral
hydroxyzine HCl oral
hydroxyzine HCl bulk
hydroxyzine HCl intramuscular
hydroxyzine pamoate oral
hydroxyzine pamoate bulk
HyFiber with FOS oral
hylan g-f 20 intra-articular
Hylatopic topical
HylatopicPlus topical
Hylenex injection
Hymovis intra-articular
Hyophen oral
hyoscyamine sulfate oral
hyoscyamine sulfate bulk
hyoscyamine sulfate oral
hyoscyamine sulfate oral
hyoscyamine sulfate oral
hyoscyamine sulfate sublingual
hyoscyamine sulfate oral
Hyosyne oral
Hyosyne oral
Hypercare topical
Hyper-Sal inhalation
HyperTET S-D PF intramuscular
HyProst oral
HyQvia subcutaneous
HySept
Hysingla ER oral
Hyzaar oral
Rabano Yodado oral
RabAvert PF intramuscular
rabeprazole oral
"rabies vaccine,human diploid PF intramuscular"
racepinephrine inhalation
Radiagel topical
Radicava intravenous
radium Ra 223 dichloride intravenous
Ragwitek sublingual
""
raloxifene oral
raltegravir oral
raltegravir oral
raltegravir oral
ramelteon oral
ramipril oral
ranibizumab intravitreal
ranitidine oral
ranitidine HCl bulk
ranitidine oral
ranitidine oral
ranitidine oral
ranitidine injection
Rapaflo oral
Rapamune oral
Rapamune oral
rasagiline oral
raspberry ketone oral
Rasuvo PF subcutaneous
rauwolfia serpentina bulk
""
Rayos oral
Razadyne oral
Razadyne ER oral
Rcf Soy Protein Formula Base oral
reiimmune oral
Rea Lo 40 topical
Readi-Cat 2 oral
REBETOL oral
Rebif with albumin subcutaneous
Rebif Rebidose subcutaneous
Rebif Titration Pack subcutaneous
Recedo topical
Reclast intravenous
Reclipsen 28 oral
Recothrom topical
RectiCare topical
Rectiv rectal
Red Wine Extract oral
Red Wine Extract Plus oral
red yeast rice oral
Reese''s Pinworm Medicine oral
Refissa topical
Refresh Classic PF ophthalmic
Refresh Lacri-Lube ophthalmic
Refresh Liquigel ophthalmic
Refresh Optive Advanced ophthalmic
Refresh Optive ophthalmic
Refresh Optive Sensitive PF ophthalmic
Refresh PM ophthalmic
Refresh Plus ophthalmic
Refresh Tears
regadenoson intravenous
Regimex oral
Reglan oral
regorafenib oral
Regranex topical
Rehyla Hair-Body topical
Relagard vaginal
Relagesic oral
Relenza Diskhaler inhalation
Reliaderm topical
Relistor subcutaneous
Relpax oral
Remedy Calazime Skin Paste topical
Remedy Phytoplex Z-Guard zinc oxide topical
Remeprin oral
Remeron SolTab oral
Remeron oral
Remeven topical
Remicade intravenous
Remodulin injection
Renacidin irrigation
Renagel oral
Renal Caps oral
Rena-Vite oral
Rena-Vite Rx oral
Reno Caps oral
Renova topical
Renvela oral
Reopro intravenous
repaglinide oral
repaglinide-metformin oral
Repatha Pushtronex subcutaneous
Repatha SureClick subcutaneous
Repatha Syringe subcutaneous
RepHresh vaginal
RepHresh Pro-B oral
Replens vaginal
Replesta oral
Reprexain oral
REQ49  oral
Requip oral
Requip XL oral
Rescon oral
Rescon-DM oral
Rescon-GG oral
Rescriptor oral
Rescriptor oral
Resectisol urethral
Resinol topical
Resource Thickenup oral
Respa-AR oral
Respaire-30 oral
Restasis ophthalmic
""
Restfully Sleep oral
Restora oral
Restora RX oral
Restora Sprinkles oral
Restoril oral
resveratrol oral
resveratrol bulk
Retaine MGD PF ophthalmic
Retaine PM ophthalmic
retapamulin topical
Retavase intravenous
Retin-A topical
Retin-A Micro topical
Retin-A Micro Pump topical
Retinoic Acid
Retisert intravitreal
Retrovir oral
Revatio oral
Revatio oral
Revatio intravenous
Revlimid oral
Rexulti oral
Reyataz oral
Reyataz oral
Rezira oral
Rheumate oral
Rheumatrex oral
Rhinaris nasal
Rhinocort Allergy nasal
Rhinocort Aqua nasal
Rhofade topical
Rhophylac injection
Rhopressa ophthalmic eye
Riax topical
Ribasphere oral
Ribasphere RibaPak oral
Ribasphere oral
ribavirin oral
ribavirin oral
ribavirin oral
ribavirin inhalation
ribociclib oral
riboflavin vitamin B2 oral
ribose oral
Ricola mucous membrane
RID Lice Killing topical
Ridaura oral
rifabutin oral
Rifadin oral
Rifamate oral
rifampin oral
rifampin bulk
rifampin intravenous
rifampin-isoniazid oral
rifaximin oral
Right Step Prenatal Vitamins oral
rilpivirine oral
Rilutek oral
riluzole oral
rimabotulinumtoxinB intramuscular
rimantadine oral
Rimso-50 intravesical
ringers intravenous
Ringworm topical
riociguat oral
Riomet oral
Risamine topical
Risaquad oral
RisaQuad-2 oral
risedronate oral
risedronate oral
risedronate oral
risedronate oral
risedronate oral
Risperdal oral
Risperdal Consta intramuscular
Risperdal M-TAB oral
risperidone oral
risperidone microspheres intramuscular
risperidone oral
Ritalin oral
Ritalin LA oral
ritonavir oral
ritonavir oral
ritonavir oral
Rituxan intravenous
rituximab intravenous
rivaroxaban oral
rivaroxaban oral
rivastigmine tartrate oral
rivastigmine transdermal
Rixubis intravenous
rizatriptan oral
rizatriptan oral
Robafen AC oral
Robafen DM oral
Robaxin oral
Robaxin injection
Robaxin-750 oral
Robinul oral
Robinul Forte oral
Robinul injection
Robitussin Cough and Cold CF oral
Robitussin Cough-Chest Congestion DM oral
Robitussin Pediatric oral
Rocaltrol oral
rocuronium intravenous
roflumilast oral
Rogaine topical
Rogaine Extra Strength for Men topical
Rolaids oral
romiplostim subcutaneous
ropinirole oral
ropinirole oral
ropivacaine HCl bulk
ropivacaine PF epidural
ropivacaine PF injection
ropivacaine PF in 09  sodium chloride epidural
Rosadan topical
Rosanil topical
rose bengal bulk
rosemary oil
Rosula topical
rosuvastatin oral
RotaTeq Vaccine oral
"rotavirus vaccine live, pentavalent oral"
rotigotine transdermal
Rowasa rectal
Roxicodone oral
royal jelly oral
royal jelly-bee pollen-ginseng oral
Rozerem oral
Ruconest intravenous
rufinamide oral
Ru-Hist D oral
Rulox oral
rutin oral
ruxolitinib oral
Rydapt oral
Rynex DM oral
Rynex PE oral
Rytary oral
Rythmol oral
Rythmol SR oral
levocarnitine oral
GA-1 Anamix Early Years oral
gabapentin oral
gabapentin bulk
gabapentin enacarbil oral
gabapentin oral
gabapentin oral
Gabitril oral
Gadavist intravenous
gadobenate dimeglumine intravenous
gadobutrol intravenous
gadopentetate dimeglumine intravenous
galantamine oral
galantamine oral
Galzin oral
Gamastan intramuscular
Gammagard Liquid injection
Gammagard S-D IgA  1 mcg-mL intravenous
Gammaked injection
Gammaplex intravenous
Gamunex-C injection
ganciclovir ophthalmic
ganciclovir intravenous
ganirelix subcutaneous
Garcinia Cambogia oral
Gardasil PF intramuscular
garlic extract oral
Garlipure oral
Garlique oral
Gas Relief 80 oral
Gas Relief Extra Strength oral
Gas Relief Extra Strength oral
Gas Relief Ultra Strength oral
Gastrace oral
Gastrocrom oral
Gastrografin oral
Gas-X Extra Strength oral
Gas-X Extra Strength oral
Gas-X Ultra-Strength oral
gatifloxacin ophthalmic
Gattex 30-Vial subcutaneous
Gavilax oral
Gavilyte-C oral
GaviLyte-G oral
GaviLyte-N oral
Gaviscon Extra Strength oral
Gazyva intravenous
gefitinib oral
Gelclair mucous membrane
Gelfoam Sponge Size 50 topical
Gel-Kam dental
Gelnique transdermal
Gelnique transdermal
GeloNasal nasal
Gel-One intra-articular
Gelsyn-3 intra-articular
Gelusil Antacid and Anti-Gas oral
gemcitabine intravenous
gemfibrozil oral
gemfibrozil
gemifloxacin oral
Gemzar intravenous
Genadur with Lexinal
Genadur topical
Generess Fe oral
Generlac oral
Gengraf oral
Gengraf oral
Genotropin subcutaneous
Genotropin Miniquick subcutaneous
Gentak ophthalmic
gentamicin bulk
gentamicin topical
gentamicin ophthalmic
gentamicin in sodium chlorideiso-osm intravenous
gentamicin ophthalmic
gentamicin injection
gentamicin sulfate PF intravenous
gentamicin-prednisolone ophthalmic
gentamicin-prednisolone ophthalmic
GenTeal Gel ophthalmic
gentian violet
gentian violet topical
Gentle Laxative oral
GentleLax oral
GenVisc 850 intra-articular
Genvoya oral
Geodon oral
Geodon intramuscular
Gerber Soothe oral
Geri-Hydrolac topical
Geri-Hydrolac topical
Geri-kot oral
Geri-Lanta oral
Geri-Mox Antacid-Antigas oral
Geritol Complete oral
Geritol Tonic with Ferrex 18 oral
Gianvi 28 oral
Giazo oral
Gildagia oral
Gildess FE 15-30 28 oral
Gildess FE 1-20 28 oral
Gildess 15-30 21 oral
Gilenya oral
Gilotrif oral
Gilphex TR oral
Giltuss TR oral
ginger extract oral
ginger root bulk
ginkgo biloba leaf extract oral
ginkgo biloba oral
Korean ginseng root extract oral
Glassia intravenous
glatiramer subcutaneous
Glatopa subcutaneous
Gleevec oral
Gliadel Wafer implant
glimepiride oral
glipizide oral
glipizide oral
glipizide-metformin oral
GlucaGen HypoKit injection
glucagon human recombinant injection
Glucagon Emergency Kit human-recomb injection
Glucerna Shake oral
Glucerna Bar oral
Glucerna oral
Glucoless oral
gluconolactone
Glucophage oral
Glucophage XR oral
glucosamin-chond-collag-hyaluronic acid oral
glucosamine-chondroitn-msm-calcium-155herb oral
glucosamine HCl-methylsulfonylmethane oral
glucosamine bulk
Glucosamine Complex-MSM oral
glucosamine HCl oral
Glucosamine Msm oral
glucosamine sulfate dipotassium chloride oral
glucosamine 2KCl-methylsulfonylmethane-chondroitin oral
Glucosamine oral
glucosamine-chond-msm-vit C-Mn oral
Glucosamine-Chondroitin 3X oral
glucosamine-chondroitin oral
Glucosamine Chondroitin Maximum Strength oral
Glucosamine-Chondroitin Complex oral
Glucosamine-Chondroitin DS oral
Glucosamine-Chondroitin-MSM oral
glucosamine and chondroitin-multivit-mins3 oral
glucosamine sulfate-methylsulfonylmethane oral
Glucosamine-Methylsulfonylmethane Complex oral
glucosamine-msm-chondroit-hrb 149-hyalur oral
dextrose oral
glucose oral
Glucoten oral
Glucotrol oral
Glucotrol XL oral
Glucovance oral
Glumetza oral
GlutarAde Junior oral
glyburide oral
glyburide micronized oral
glyburide
glyburide-metformin oral
glycerin bulk
Glycerin And Rose Water topical
glycerin topical
glycine oral
glycine
GlycoLax oral
Glycophos intravenous
glycopyrrolate oral
glycopyrrolate oral
glycopyrrolate intravenous
Glycosade oral
GlycoTrol oral
Glynase oral
Glyset oral
Glytactin Restore 10 PE oral
Glyxambi oral
Gocovri oral
Gold Bond Medicated Anti-Itch topical
goldenseal oral
golimumab subcutaneous
Golytely oral
Gonal-f RFF subcutaneous
Gonal-F subcutaneous
Goody''s Extra Strength oral
Goody''s PM oral
Gordochom topical
goserelin subcutaneous
Gralise oral
Gralise 30-Day Starter Pack oral
Granix subcutaneous
grape seed extract oral
Green Coffee Bean oral
green tea extract
griseofulvin microsize oral
griseofulvin microsize oral
griseofulvin ultramicrosize oral
Gris-PEG ultramicrosize oral
Guaiatussin AC oral
guaifenesin oral
guaifenesin bulk
Guaifenesin AC oral
Guaifenesin DAC oral
guaifenesin oral
codeine-guaifenesin oral
dextromethorphan-guaifenesin oral
Guaifenesin-DM oral
dextromethorphan-guaifenesin oral
guanethidine
guanfacine oral
guanfacine oral
Guarana oral
gum mastic-storax-methylsalicylate-alcohol
Gummi Bear Multivitamin oral
Gummy Dinos oral
Gynazole-1 vaginal
Gyne-Lotrimin vaginal
Gyne-Lotrimin 7 vaginal
Gynol II vaginal
I-Caps oral
I-Valex-1 oral
I-Vite oral
I-Vite Protect oral
ibandronate oral
ibandronate intravenous
IBgard oral
Ibrance oral
ibrutinib oral
IBU oral
Ibudone oral
Ibu-Drops oral
ibuprofen oral
ibuprofen bulk
ibuprofen-diphenhydramine HCl oral
Ibuprofen IB oral
Ibuprofen IB oral
Ibuprofen PM oral
ibuprofen-diphenhydramine citrate oral
ibuprofen intravenous
ibuprofen oral
ibuprofen oral
ibuprofen-famotidine oral
ibutilide fumarate intravenous
Icaps MV oral
Icar oral
Icar-C oral
Icar-C Plus oral
Ice Blue Gel topical
ichthammol topical
icosapent ethyl oral
Icy Hot No Mess topical
Icy Hot topical
Icy Hot Pain Relieving topical
idarubicin intravenous
idelalisib oral
iFerex 150 oral
iFerex 150 Forte oral
Ifex intravenous
ifosfamide intravenous
Ilaris PF subcutaneous
Ilevro ophthalmic
iloperidone oral
Ilumya subcutaneous
imatinib oral
Imbruvica oral
Imfinzi intravenous
imipenem-cilastatin intravenous
imipramine bulk
imipramine oral
imipramine pamoate oral
imiquimod bulk
imiquimod topical
imiquimod topical
imiquimod topical
Imitrex oral
Imitrex STATdose Kit Refill subcutaneous
Imitrex STATdose Pen subcutaneous
Imitrex nasal
Imitrex subcutaneous
"immune globul,gammaIgG-sorb-IgA 0 to 50 mcg-mL intravenous"
"immune globul,gammaIgG-malt-IgA over 50 mcg-mL intravenous"
Imodium A-D oral
Imodium A-D oral
Imodium Multi-Symptom Relief oral
Impact Advanced Recovery oral
Impavido oral
Imuran oral
Increlex subcutaneous
Incruse Ellipta inhalation
indacaterol inhalation
indapamide oral
Inderal LA oral
Inderal XL oral
Indigo Carmine injection
Indocin oral
Indocin rectal
indole-3-carbinol bulk
indomethacin oral
indomethacin bulk
indomethacin oral
indomethacin submicronized oral
indomethacin rectal
indomethacin oral
ibuprofen oral
Infed injection
infliximab intravenous
Infumorph P-F injection
ingenol mebutate topical
Ingrezza oral
Injectafer intravenous
Inlyta oral
InnoPran XL oral
inositol oral
inositol
Inova 8-2 topical
Inspra oral
insulin aspart subcutaneous
